Sl. No.,ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,Month,Year
14044,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",1.0,0.0,0.0,0.0,SEP,2022
14045,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,199.0,2.0,24.0,12.0,SEP,2022
14046,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,33.0,17.0,0.0,0.0,SEP,2022
14047,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,7537.0,547.0,766.0,581.0,SEP,2022
14048,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,62.0,10.0,9.0,10.0,SEP,2022
14049,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,4.0,0.0,0.0,1.0,SEP,2022
14050,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,1.0,0.0,0.0,1.0,SEP,2022
14051,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0.0,0.0,0.0,0.0,SEP,2022
14052,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,1.0,0.0,0.0,0.0,SEP,2022
14053,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1.0,1.0,0.0,24.89595235201167,SEP,2022
14054,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,35.0,5.0,3.0,5.0,SEP,2022
14055,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0.0,0.0,0.0,0.0,SEP,2022
14056,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,1.0,0.0,0.0,0.0,SEP,2022
14057,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,53.0,3.0,3.0,5.0,SEP,2022
14058,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0.0,0.0,0.0,0.0,SEP,2022
14059,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,1.0,0.0,0.0,0.0,SEP,2022
14060,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,1.0,0.0,0.0,0.0,SEP,2022
14061,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,3.0,0.0,0.0,0.0,SEP,2022
14062,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,7.0,1.0,2.0,0.0,SEP,2022
14063,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,2.0,0.0,1.0,0.0,SEP,2022
14064,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,47.0,0.0,5.0,8.0,SEP,2022
14065,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0.0,0.0,0.0,0.0,SEP,2022
14066,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0.0,0.0,0.0,0.0,SEP,2022
14067,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,1.0,0.0,0.0,0.0,SEP,2022
14068,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,2.0,2.0,0.0,0.0,SEP,2022
14069,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0.0,0.0,0.0,0.0,SEP,2022
14070,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0.0,0.0,0.0,0.0,SEP,2022
14071,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,76.0,0.0,14.0,11.0,SEP,2022
14072,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0.0,0.0,0.0,0.0,SEP,2022
14073,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0.0,1.0,0.0,0.0,SEP,2022
14074,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0.0,0.0,0.0,0.0,SEP,2022
14075,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0.0,0.0,0.0,0.0,SEP,2022
14076,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,1.0,0.0,0.0,0.0,SEP,2022
14077,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0.0,0.0,0.0,0.0,SEP,2022
14078,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,3.0,1.0,0.0,0.0,SEP,2022
14079,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0.0,0.0,0.0,0.0,SEP,2022
14080,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,8.0,0.0,1.0,1.0,SEP,2022
14081,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0.0,0.0,0.0,0.0,SEP,2022
14082,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,25.0,1.0,3.0,2.0,SEP,2022
14083,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,2.0,0.0,0.0,0.0,SEP,2022
14084,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,102.0,12.0,9.0,5.0,SEP,2022
14085,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,2.0,0.0,1.0,0.0,SEP,2022
14086,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,20.0,1.0,0.0,1.0,SEP,2022
14087,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0.0,0.0,0.0,0.0,SEP,2022
14088,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,101.0,28.0,12.0,10.0,SEP,2022
14089,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Information Technology Act 2000, 2009",8983.0,959.0,1109.0,1073.0,SEP,2022
14090,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NATIONAL SECURITY ACT,0.0,0.0,0.0,0.0,SEP,2022
14091,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,1.0,0.0,0.0,0.0,SEP,2022
14092,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,9.0,0.0,1.0,0.0,SEP,2022
14093,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,1.0,0.0,0.0,0.0,SEP,2022
14094,B - SPECIAL & LOCAL LAWS,POCSO,Rape,1581.0,204.0,147.0,150.0,SEP,2022
14095,B - SPECIAL & LOCAL LAWS,POCSO,Others ,662.0,64.0,63.0,74.0,SEP,2022
14096,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,0.0,0.0,0.0,0.0,SEP,2022
14097,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,11.0,3.0,2.0,6.0,SEP,2022
14098,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,406.0,55.0,45.0,40.0,SEP,2022
14099,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),Outraging modesty (Molestation) (sec.354 IPC),4396.0,441.0,379.0,503.0,SEP,2022
14100,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),Kidnapping & Abduction of Women: (Sec.366 IPC),133.0,14.0,12.0,12.0,SEP,2022
14101,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),52.0,6.0,6.0,7.0,SEP,2022
14102,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),Murder for Dowry - by burning (Sec.302 IPC),0.0,0.0,0.0,0.0,SEP,2022
14103,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)","Murder for Dowry - by other means
(Sec.302 IPC)",13.0,1.0,2.0,1.0,SEP,2022
14104,C. CRIMES AGAINST WOMEN,Murder for other reasons,Murder for other reasons,330.0,22.0,31.0,36.0,SEP,2022
14105,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),Attempt to Commit Murder for dowry by burning (Sec.307 IPC),1.0,0.0,0.0,0.0,SEP,2022
14106,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),Attempt to Commit Murder for dowry by other means (Sec.307 IPC),42.0,5.0,8.0,6.0,SEP,2022
14107,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,Attempt to Commit murder for other reasons,600.0,55.0,68.0,58.0,SEP,2022
14108,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)","Dowry Death-by burning
(Sec.304-B IPC)",0.0,0.0,0.0,0.0,SEP,2022
14109,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),Dowry Death-by other Means (Sec.304(B) IPC),113.0,7.0,12.0,9.0,SEP,2022
14110,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),2181.0,242.0,220.0,233.0,SEP,2022
14111,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),Abetment of Suicide (Sec.306 IPC),115.0,12.0,16.0,20.0,SEP,2022
14112,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,Immoral Traffic (prevention) Act.,191.0,27.0,14.0,20.0,SEP,2022
14113,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,Indecent Representation of Women(Prohibition) Act-1986,2.0,0.0,0.0,0.0,SEP,2022
14114,C. CRIMES AGAINST WOMEN,Pornography,Pornography,0.0,0.0,0.0,0.0,SEP,2022
14115,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),Offences against Public Servants (Sec.182-188-333-353 IPC),78.0,12.0,6.0,10.0,SEP,2022
14116,C. CRIMES AGAINST WOMEN,Offences related to Marriage,Offences related to Marriage,23.0,0.0,4.0,3.0,SEP,2022
14117,C. CRIMES AGAINST WOMEN,Cyber Crimes,Cyber Crimes,2829.0,283.0,358.0,389.0,SEP,2022
14118,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)","Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",0.0,0.0,0.0,0.0,SEP,2022
14119,D.CRIME AGAINST CHILDREN,Rape on Minor,Rape on Minor,0.0,0.0,0.0,0.0,SEP,2022
14120,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),Exposure & abandonment (Sec. 317 IPC),50.0,12.0,4.0,6.0,SEP,2022
14121,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,Kidnapping & Abduction of Children,2250.0,189.0,209.0,281.0,SEP,2022
14122,D.CRIME AGAINST CHILDREN,For Ransom - of Children,For Ransom - of Children,8.0,0.0,2.0,1.0,SEP,2022
14123,D.CRIME AGAINST CHILDREN,of Children - for begging,of Children - for begging,0.0,0.0,0.0,0.0,SEP,2022
14124,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,of Girls - Immoral Purpose,0.0,0.0,0.0,0.0,SEP,2022
14125,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,With intent to Steal from Child,0.0,0.0,0.0,0.0,SEP,2022
14126,D.CRIME AGAINST CHILDREN,Lawful Guardianship,Lawful Guardianship,1.0,0.0,0.0,1.0,SEP,2022
14127,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,Procuration of Minor Girls - For Prostitution,0.0,0.0,0.0,0.0,SEP,2022
14128,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,Procuration of Minor Girls - Importing of Girl,1.0,1.0,0.0,0.0,SEP,2022
14129,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,Procuration of Minor Girls - For Other Purposes,10.0,2.0,0.0,1.0,SEP,2022
14130,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),Selling of girls for Prostitution (Sec.372 IPC),0.0,0.0,0.0,0.0,SEP,2022
14131,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,The Prohibition of Child Marriage Act - 2006,172.0,29.0,20.0,17.0,SEP,2022
14132,D.CRIME AGAINST CHILDREN,POCSO Act,POCSO Act,2254.0,268.0,211.0,224.0,SEP,2022
14133,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,Death of Children due to miscarriage,12.0,1.0,0.0,4.0,SEP,2022
14134,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,Juvenile Justice Act,64.0,3.0,11.0,12.0,SEP,2022
14135,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,Child Labour (Pro.& Reg.) Act,56.0,2.0,2.0,2.0,SEP,2022
14136,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,Probation of Offenders Act,3.0,0.0,0.0,0.0,SEP,2022
14137, E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Murder,Murder,69.0,7.0,3.0,6.0,SEP,2022
14138, E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Rape,Rape,161.0,15.0,25.0,13.0,SEP,2022
14139, E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Kidnapping,Kidnapping,16.0,0.0,6.0,2.0,SEP,2022
14140, E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Offences under the Protection of Civil Rights Act.,Offences under the Protection of Civil Rights Act.,4.0,0.0,0.0,2.0,SEP,2022
14141, E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),1405.0,148.0,108.0,141.0,SEP,2022
14142,A - IPC Crime,Murder (Sec.302/303 IPC),For gain,48.0,1.0,7.0,4.0,OCT,2022
14143,A - IPC Crime,Murder (Sec.302/303 IPC),Over Property Dispute,24.0,2.0,3.0,0.0,OCT,2022
14144,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Personal Vendetta or enemity,46.0,1.0,6.0,8.0,OCT,2022
14145,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Sexual jealousy,22.0,6.0,1.0,1.0,OCT,2022
14146,A - IPC Crime,Murder (Sec.302/303 IPC),For dowry by burning,0.0,0.0,0.0,0.0,OCT,2022
14147,A - IPC Crime,Murder (Sec.302/303 IPC),For dowry by other means,15.0,0.0,1.0,3.0,OCT,2022
14148,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Communalism,1.0,0.0,0.0,0.0,OCT,2022
14149,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Casteism,3.0,0.0,0.0,0.0,OCT,2022
14150,A - IPC Crime,Murder (Sec.302/303 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,OCT,2022
14151,A - IPC Crime,Murder (Sec.302/303 IPC),For Human Sacrifice,0.0,1.0,0.0,0.0,OCT,2022
14152,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Terrorism/Naxalism / Extremism,0.0,0.0,0.0,0.0,OCT,2022
14153,A - IPC Crime,Murder (Sec.302/303 IPC),For Political Reasons,3.0,0.0,1.0,0.0,OCT,2022
14154,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Adultery,9.0,2.0,1.0,0.0,OCT,2022
14155,A - IPC Crime,Murder (Sec.302/303 IPC),Civil Disputes,55.0,4.0,4.0,2.0,OCT,2022
14156,A - IPC Crime,Murder (Sec.302/303 IPC),Electoral Gain,0.0,0.0,0.0,0.0,OCT,2022
14157,A - IPC Crime,Murder (Sec.302/303 IPC),Gang Rivalry,1.0,1.0,0.0,0.0,OCT,2022
14158,A - IPC Crime,Murder (Sec.302/303 IPC),Love Intrigue,10.0,2.0,1.0,1.0,OCT,2022
14159,A - IPC Crime,Murder (Sec.302/303 IPC),Professional ,0.0,0.0,0.0,0.0,OCT,2022
14160,A - IPC Crime,Murder (Sec.302/303 IPC),Psychopathic/Serial Killer/Lunacy,0.0,0.0,0.0,0.0,OCT,2022
14161,A - IPC Crime,Murder (Sec.302/303 IPC),Rape with Murder,4.0,4.0,0.0,0.0,OCT,2022
14162,A - IPC Crime,Murder (Sec.302/303 IPC),Revenge/Enemity,58.0,5.0,5.0,8.0,OCT,2022
14163,A - IPC Crime,Murder (Sec.302/303 IPC),Sudden Quarrel,75.0,7.0,7.0,8.0,OCT,2022
14164,A - IPC Crime,Murder (Sec.302/303 IPC),Village Dispute,1.0,0.0,0.0,0.0,OCT,2022
14165,A - IPC Crime,Murder (Sec.302/303 IPC),Custodial,1.0,0.0,0.0,0.0,OCT,2022
14166,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Other Causes,787.0,97.0,75.0,85.0,OCT,2022
14167,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Gain ,25.0,2.0,5.0,3.0,OCT,2022
14168,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Over Property Dispute,85.0,6.0,6.0,5.0,OCT,2022
14169,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Personal Vendetta or enemity,76.0,5.0,8.0,9.0,OCT,2022
14170,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Sexual jealousy,20.0,2.0,2.0,1.0,OCT,2022
14171,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Dowry other Means,42.0,5.0,4.0,2.0,OCT,2022
14172,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Dowry By Burning,1.0,0.0,0.0,0.0,OCT,2022
14173,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Communalism,6.0,2.0,0.0,0.0,OCT,2022
14174,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Casteism,4.0,1.0,0.0,0.0,OCT,2022
14175,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,OCT,2022
14176,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,OCT,2022
14177,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Terrorism /Naxalism / Extremism,0.0,0.0,0.0,0.0,OCT,2022
14178,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Political Reasons,23.0,4.0,6.0,1.0,OCT,2022
14179,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Adultery,7.0,1.0,0.0,0.0,OCT,2022
14180,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Electoral Gain,0.0,1.0,0.0,0.0,OCT,2022
14181,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Gang Rivalry,2.0,2.0,0.0,0.0,OCT,2022
14182,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Love Intrigue,14.0,1.0,1.0,0.0,OCT,2022
14183,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Professional ,2.0,0.0,1.0,0.0,OCT,2022
14184,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Rape,0.0,0.0,0.0,0.0,OCT,2022
14185,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Revenge/Enemity,195.0,16.0,23.0,26.0,OCT,2022
14186,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Sudden Quarrel,199.0,13.0,22.0,16.0,OCT,2022
14187,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Village Dispute,13.0,2.0,3.0,2.0,OCT,2022
14188,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Other Causes,1515.0,146.0,142.0,144.0,OCT,2022
14189,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Civil Disputes,276.0,17.0,26.0,20.0,OCT,2022
14190,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Gain,0.0,0.0,0.0,0.0,OCT,2022
14191,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Over Civil Dispute,1.0,0.0,0.0,0.0,OCT,2022
14192,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Personal Vendetta or enemity,0.0,0.0,0.0,0.0,OCT,2022
14193,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Sexual jealousy,0.0,0.0,0.0,0.0,OCT,2022
14194,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Dowry,0.0,0.0,0.0,0.0,OCT,2022
14195,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Communalism,0.0,0.0,0.0,0.0,OCT,2022
14196,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Casteism,0.0,0.0,0.0,0.0,OCT,2022
14197,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,OCT,2022
14198,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,OCT,2022
14199,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Terrorism /Naxalism / Extremism,0.0,0.0,0.0,0.0,OCT,2022
14200,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Political Reasons,0.0,0.0,0.0,0.0,OCT,2022
14201,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Adultery,0.0,0.0,0.0,0.0,OCT,2022
14202,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Property Disputes,1.0,0.0,0.0,0.0,OCT,2022
14203,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Electoral Gain,6.0,0.0,1.0,0.0,OCT,2022
14204,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Gang Rivalry,0.0,0.0,0.0,0.0,OCT,2022
14205,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Love Intrigue,0.0,0.0,0.0,0.0,OCT,2022
14206,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Professional ,0.0,0.0,0.0,0.0,OCT,2022
14207,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Sudden Quarrel,6.0,2.0,0.0,0.0,OCT,2022
14208,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Other Causes,59.0,7.0,6.0,5.0,OCT,2022
14209,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Gain,0.0,0.0,0.0,0.0,OCT,2022
14210,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Over Civil Dispute,3.0,0.0,0.0,0.0,OCT,2022
14211,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Personal Vendetta or enemity,1.0,0.0,0.0,0.0,OCT,2022
14212,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Sexual jealousy,0.0,0.0,0.0,0.0,OCT,2022
14213,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Dowry,0.0,0.0,0.0,0.0,OCT,2022
14214,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Communalism,0.0,0.0,0.0,0.0,OCT,2022
14215,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Casteism,1.0,0.0,0.0,1.0,OCT,2022
14216,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,OCT,2022
14217,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,OCT,2022
14218,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Terrorism /Naxalism / Extremism,0.0,0.0,0.0,0.0,OCT,2022
14219,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Political Reasons,0.0,0.0,0.0,0.0,OCT,2022
14220,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Other Causes,17.0,1.0,2.0,1.0,OCT,2022
14221,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Adultery,1.0,0.0,1.0,0.0,OCT,2022
